"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"PIH","1347 Property Insurance Holdings, Inc.","7.44","44836044","n/a","United States","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"FLWS","1-800 FLOWERS.COM, Inc.","9.63","626057595.99","n/a","United States","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCCY","1st Constitution Bancorp (NJ)","13.6","108157998.4","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","34.61","895260088.73","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"XXII","22nd Century Group, Inc","1.26","103569622.38","n/a","United States","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/xxii",
"TWOU","2U, Inc.","36.69","1720033033.71","n/a","United States","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"DDD","3D Systems Corporation","14.11","1583246399.89","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","171.27","103515637839.57","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm",
"CAFD","8point3 Energy Partners LP","15.13","1196303015.88","n/a","United States","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"EGHT","8x8 Inc","15.35","1376601277.75","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","16.5","373963227","n/a","United States","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","28.65","843151794.3","n/a","United States","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AHC","A.H. Belo Corporation","6.9","149566194","n/a","United States","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc",
"AAC","AAC Holdings, Inc.","17.46","413824488.48","n/a","United States","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac",
"AAON","AAON, Inc.","29.8","1577157997","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"AIR","AAR Corp.","31.89","1089818841.57","n/a","United States","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","23.52","1707041639.52","n/a","United States","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"ABAX","ABAXIS, Inc.","52.98","1193798340","n/a","United States","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABT","Abbott Laboratories","40.41","59402514720.15","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","61.12","99536508982.08","n/a","United States","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv",
"ABEO","Abeona Therapeutics Inc.","8.2","275074764.6","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","4.38","0","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeow",
"ANF","Abercrombie & Fitch Company","15.52","1050103515.68","n/a","United States","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf",
"FAX","Aberdeen Asia-Pacific Income Fund Inc","4.94","1266167141.72","n/a","United States","1986","n/a","n/a","http://www.nasdaq.com/symbol/fax",
"IAF","Aberdeen Australia Equity Fund Inc","5.58","127049931.9","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iaf",
"CH","Aberdeen Chile Fund, Inc.","6.43","60355175.71","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ch",
"ABE           ","Aberdeen Emerging Markets Smaller Company Opportunities Fund I","12.5","120981625","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abe",
"FCO","Aberdeen Global Income Fund, Inc.","8.3027","72765344.3566","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/fco",
"GCH","Aberdeen Greater China Fund, Inc.","9.22","82659826.28","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/gch",
"IF","Aberdeen Indonesia Fund, Inc.","6.52","61291299.12","n/a","United States","1990","n/a","n/a","http://www.nasdaq.com/symbol/if",
"ISL","Aberdeen Israel Fund, Inc.","16.26","65007463.74","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/isl",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","8.1438","110760045.0768","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/jeq",
"SGF","Aberdeen Singapore Fund, Inc.","9.19","70054065.02","n/a","United States","1990","n/a","n/a","http://www.nasdaq.com/symbol/sgf",
"ABMD","ABIOMED, Inc.","125.61","5405543573.01","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"ABM","ABM Industries Incorporated","38.74","2159991275.26","n/a","United States","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"AXAS","Abraxas Petroleum Corporation","1.81","244419324.81","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACIA","Acacia Communications, Inc.","91.27","3268186394.11","n/a","United States","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","5.9","297261576.2","n/a","United States","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","39.43","3446845212.6","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","23.72","2704214350.08","n/a","United States","1985","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"AKR","Acadia Realty Trust","35.07","2653771273.65","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr",
"AXDX","Accelerate Diagnostics, Inc.","22.35","1144955902.2","n/a","United States","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","28.25","1062106520.75","n/a","United States","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn",
"ANCX","Access National Corporation","24.03","254422286.82","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ACCO","Acco Brands Corporation","10.95","1173763809.9","n/a","United States","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"ARAY","Accuray Incorporated","5.55","452739540.6","n/a","United States","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACW","Accuride Corporation New","2.51","121088629.82","n/a","United States","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw",
"ACRX","AcelRx Pharmaceuticals, Inc.","3.15","142733562.3","n/a","United States","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACET","Aceto Corporation","18.91","560656236.24","n/a","United States","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","5.31","141669217.62","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao",
"ACHN","Achillion Pharmaceuticals, Inc.","6.84","934897273.92","n/a","United States","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","19.83","2323515643.86","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","22.29","477349199.13","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs",
"ACU","Acme United Corporation.","20.5198","68186269.41","n/a","United States","1988","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acu",
"ACNB","ACNB Corporation","26","157476956","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","20.1","927411990","n/a","United States","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"AIII","ACRE Realty Investors, Inc.","1.3099","26806038.5513","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiii",
"ATNM","Actinium Pharmaceuticals, Inc.","1.06","50580174.76","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnm",
"ACPW","Active Power, Inc.","0.2599","6007343.9341","n/a","United States","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw",
"ATVI","Activision Blizzard, Inc","45.47","33714507309.14","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","12.2","482000320.6","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"ATU","Actuant Corporation","22.12","1303495102","n/a","United States","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","239.76","10522365821.28","n/a","United States","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"ACUR","Acura Pharmaceuticals, Inc.","1.16","13727209.16","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur",
"ACXM","Acxiom Corporation","25.12","1944515436.48","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","14.51","318190341.38","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","2.7","56394438.3","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"ADX","Adams Diversified Equity Fund, Inc.","12.98","1240138469.9","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","19.68","552867563.52","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peo",
"AE","Adams Resources & Energy, Inc.","38.45","162166566.2","n/a","United States","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ae",
"ADK^A","Adcare Health Systems Inc","21.43","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adk^a",
"ADK","Adcare Health Systems Inc","1.9022","37946101.3748","n/a","United States","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adk",
"ADUS","Addus HomeCare Corporation","26.56","304470586.56","n/a","United States","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.8564","18813193.854","n/a","United States","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"ADPT","Adeptus Health Inc.","33.53","865064812.78","n/a","United States","2014","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adpt",
"IOTS","Adesto Technologies Corporation","2.36","35532240.24","n/a","United States","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","6.189","79756040.049","n/a","United States","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","110.81","55097726086.2","n/a","United States","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADTN","ADTRAN, Inc.","19.25","931680596","n/a","United States","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","11.7","757624795.2","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro",
"AAP","Advance Auto Parts Inc","141.1","10390627987","n/a","United States","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap",
"ADSW","Advanced Disposal Services, Inc.","19.66","1646397937.42","n/a","United States","2016","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/adsw",
"WMS","Advanced Drainage Systems, Inc.","20.55","1127934117.75","n/a","United States","2014","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/wms",
"ADES","Advanced Emissions Solutions, Inc.","8.51","187541856.71","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","47.5","1884608670","n/a","United States","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","7.005","5572882466.055","n/a","United States","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"APFH","AdvancePierre Foods Holdings, Inc.","27.58","2122217759.06","n/a","United States","2016","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/apfh",
"ADXS","Advaxis, Inc.","8.81","351026679.58","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","5.38","0","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"AVK","Advent Claymore Convertible Securities and Income Fund","14.32","337678158.64","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk",
"AGC","Advent Claymore Convertible Securities and Income Fund II","5.6","180302505.6","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"ADVM","Adverum Biotechnologies, Inc.","3.09","127765919.46","n/a","United States","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/advm",
"MAUI","AdvisorShares Market Adaptive Unconstrained Income ETF","23.88","1194000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/maui",
"ACM","AECOM","27.22","4183562738.46","n/a","United States","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"AEGR","Aegerion Pharmaceuticals, Inc.","2.07","61094907.36","n/a","United States","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr",
"AEGN","Aegion Corp","19.08","660182157.36","n/a","United States","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","6.12","82080044.64","n/a","United States","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","3.14","51359350.34","n/a","United States","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","1.61","31971673.02","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AEPI","AEP Industries Inc.","112.6","575813992.6","n/a","United States","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi",
"AERI","Aerie Pharmaceuticals, Inc.","35.81","998847363.13","n/a","United States","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"ACY","AeroCentury Corp.","8.75","13708616.25","n/a","United States","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/acy",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","16.84","1172064000","n/a","United States","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd",
"AVAV","AeroVironment, Inc.","22.8","533235296.4","n/a","United States","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEMD","Aethlon Medical, Inc.","4.7","35866419.1","n/a","United States","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd",
"AET","Aetna Inc.","112.02","39296616000","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"AMG","Affiliated Managers Group, Inc.","142.71","7688079827.37","n/a","United States","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"MGR","Affiliated Managers Group, Inc.","26.23","0","n/a","United States","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr",
"AFL","Aflac Incorporated","70.02","28678459075.02","n/a","United States","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"AFSD","Aflac Incorporated","26.48","0","n/a","United States","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"MITT","AG Mortgage Investment Trust, Inc.","15.36","428238213.12","n/a","United States","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","25.064","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","24.482","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"WGA","AG&E Holdings, Inc.","0.28","3261720","n/a","United States","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wga",
"AGCO","AGCO Corporation","51.84","4204999370.88","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"AGEN","Agenus Inc.","5.59","486326098.18","n/a","United States","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","7","201269033","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"A","Agilent Technologies, Inc.","45.85","14873041016.75","n/a","United States","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a",
"AGYS","Agilysys, Inc.","10.18","233520058.36","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","49.01","1864652495.68","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"AGNC","AGNC Investment Corp.","19.84","6567954167.68","n/a","United States","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","26.05","9025024662.15","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCP","AGNC Investment Corp.","26.04","0","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp",
"ADC","Agree Realty Corporation","48.23","1140053167.89","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"AGFS","AgroFresh Solutions, Inc.","4.93","246359179.48","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.675","0","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"AIMT","Aimmune Therapeutics, Inc.","16.92","714943872.72","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt",
"AIRI","Air Industries Group","3.41","25813836.4","n/a","United States","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/airi",
"AL","Air Lease Corporation","29.74","3058534790.14","n/a","United States","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"AIRM","Air Methods Corporation","28","1066389996","n/a","United States","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm",
"APD","Air Products and Chemicals, Inc.","134.81","29193065596.24","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AIRT","Air T, Inc.","18.54","37873308.06","n/a","United States","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","14.53","866835084.47","n/a","United States","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AYR","Aircastle Limited","20.56","1616717753.92","n/a","United States","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"AIRG","Airgain, Inc.","14.43","106292967.3","n/a","United States","2016","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/airg",
"AKS","AK Steel Holding Corporation","5.19","1236238220.91","n/a","United States","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"AKAM","Akamai Technologies, Inc.","58.84","10280786696.84","n/a","United States","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","8.2001","96572028.2933","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx",
"AKBA","Akebia Therapeutics, Inc.","7.89","299911555.56","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","3.3","17993398.5","n/a","United States","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","26.23","3305761654","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"ALP^O","Alabama Power Company","29.6597","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"ALG","Alamo Group, Inc.","65.41","752086861.81","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"ALRM","Alarm.com Holdings, Inc.","29.76","1358039389.44","n/a","United States","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm",
"ALK","Alaska Air Group, Inc.","73.61","9060653575.02","n/a","United States","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"ALSK","Alaska Communications Systems Group, Inc.","1.645","84453650.225","n/a","United States","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","42.05","1349805000","n/a","United States","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"AMRI","Albany Molecular Research, Inc.","16.49","706922523.79","n/a","United States","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri",
"ALB","Albemarle Corporation","83.36","9369923916.48","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"ABDC","Alcentra Capital Corp.","12.98","175108455.28","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"AA","Alcoa Inc.","26.86","11776986446.2","n/a","United States","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa",
"AA^","Alcoa Inc.","91.25","0","n/a","United States","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa^",
"AA^B","Alcoa Inc.","29.57","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aa^b",
"ALDR","Alder BioPharmaceuticals, Inc.","29.55","1482963381.3","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","6.86","85561494.06","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx",
"ALR","Alere Inc.","45.09","3911120938.62","n/a","United States","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr",
"ALR^B","Alere Inc.","354.68","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b",
"ALEX","Alexander & Baldwin Holdings, Inc.","38.31","1877156440.44","n/a","United States","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","399.4","2039414682.4","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","106.72","8321339497.12","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are",
"ARE^D","Alexandria Real Estate Equities, Inc.","34.704","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^d",
"ARE^E","Alexandria Real Estate Equities, Inc.","25.59","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e",
"ALXN","Alexion Pharmaceuticals, Inc.","121.61","27270799036.78","n/a","United States","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","26.85","223272114.75","n/a","United States","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","89.26","7144956927.46","n/a","United States","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.3","59487028.9","n/a","United States","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALJJ","ALJ Regional Holdings, Inc.","4.44","153194261.28","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/aljj",
"Y","Alleghany Corporation","512.59","7914005157.5","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","17.8","1939015374.4","n/a","United States","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","28","360518480","n/a","United States","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","154.95","2554075558.8","n/a","United States","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","67.76","6498045634.08","n/a","United States","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"AGN","Allergan plc.","225.93","89457480320.07","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"AGN^A","Allergan plc.","813.55","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a",
"ALE","Allete, Inc.","59.58","2942057123.1","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","15.06","128833300.08","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","206.49","12085669729.2","n/a","United States","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AIQ","Alliance HealthCare Services, Inc.","8.1","86982263.1","n/a","United States","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq",
"AHGP","Alliance Holdings GP, L.P.","27.68","1657007840","n/a","United States","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"AMMA","Alliance MMA, Inc.","3.56","35600000","n/a","United States","2016","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/amma",
"AFB","Alliance National Municipal Income Fund Inc","14.16","407028293.76","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AOI","Alliance One International, Inc.","16.85","163589303.4","n/a","United States","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
