"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"EGLT","Egalet Corporation","7.02","176371336.44","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eglt",
"EHTH","eHealth, Inc.","11.42","209293563.44","n/a","United States","2006","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ehth",
"EIGR","Eiger BioPharmaceuticals, Inc.","13.17","93571651.53","n/a","United States","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/eigr",
"EKSO","Ekso Bionics Holdings, Inc.","5.52","90709144.32","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ekso",
"EP^C","El Paso Corporation","49.5","0","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","44.07","1785754784.97","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ee",
"LOCO","El Pollo Loco Holdings, Inc.","12.5","480249162.5","n/a","United States","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/loco",
"ERI","Eldorado Resorts, Inc.","12.55","590799219.25","n/a","United States","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/eri",
"ESIO","Electro Scientific Industries, Inc.","5.44","172378232","n/a","United States","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"ELMD","Electromed, Inc.","4.36","35826608.32","n/a","United States","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elmd",
"EA","Electronic Arts Inc.","84.15","25309364988.6","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","43.6","2036923548","n/a","United States","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","3.4801","11816752.6321","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"ELEC","Electrum Special Acquisition Corporation","9.88","247000000","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elec",
"ELECU","Electrum Special Acquisition Corporation","10.1","252500000","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elecu",
"ELECW","Electrum Special Acquisition Corporation","0.2899","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elecw",
"ETAK","Elephant Talk Communications Corp.","0.1824","29912115.4464","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/etak",
"EBIO","Eleven Biotherapeutics, Inc.","2.28","45732919.44","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebio",
"LLY","Eli Lilly and Company","77.57","85625135951.08","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lly",
"DWAC","Elkhorn Commodity Rotation Strategy ETF","24.62","4924049.24","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwac",
"CAPX","Elkhorn S&P 500 Capital Expenditures Portfolio","24.5606","2554302.4","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/capx",
"ELLI","Ellie Mae, Inc.","103.38","3123658334.28","n/a","United States","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/elli",
"EFC","Ellington Financial LLC","15.99","522037250.67","n/a","United States","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/efc",
"EARN","Ellington Residential Mortgage REIT","12.66","115423536.78","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/earn",
"ECF","Ellsworth Growth and Income Fund Ltd.","8.22","107771285.64","n/a","United States","1986","n/a","n/a","http://www.nasdaq.com/symbol/ecf",
"ESBK","Elmira Savings Bank NY (The)","20.975","56737375","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esbk",
"EMAN","eMagin Corporation","2.5","73470260","n/a","United States","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/eman",
"EMCI","EMC Insurance Group Inc.","25.44","535708676.64","n/a","United States","1982","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","24.51","52606009.08","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/emcf",
"EME","EMCOR Group, Inc.","56.4","3429115206","n/a","United States","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/eme",
"EMKR","EMCORE Corporation","6.2","162059363.4","n/a","United States","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/emkr",
"EMES","Emerge Energy Services LP","15.24","367784649.24","n/a","United States","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/emes",
"EBS","Emergent Biosolutions, Inc.","28.29","1144577132.22","n/a","United States","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebs",
"EMG","Emergent Capital, Inc.","2.75","76410221.25","n/a","United States","2011","Finance","Life Insurance","http://www.nasdaq.com/symbol/emg",
"EMR","Emerson Electric Company","50.31","32376368254.23","n/a","United States","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"MSN","Emerson Radio Corporation","0.94","25502042.08","n/a","United States","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/msn",
"EMMS","Emmis Communications Corporation","3.7","45588591.7","n/a","United States","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emms",
"EDE","Empire District Electric Company (The)","34.32","1511387386.08","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ede",
"NYNY","Empire Resorts, Inc.","20.5","638144869","n/a","United States","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nyny",
"ERS","Empire Resources, Inc.","5.298","44837048.172","n/a","United States","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ers",
"ESRT","Empire State Realty Trust, Inc.","20","5548167840","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/esrt",
"EIG","Employers Holdings Inc","31.1","1008825221","n/a","United States","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/eig",
"ENTA","Enanta Pharmaceuticals, Inc.","24.86","473232722.6","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/enta",
"EEQ","Enbridge Energy Management LLC","25.32","2025498087","n/a","United States","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eeq",
"EEP","Enbridge Energy, L.P.","25.48","11013846723.88","n/a","United States","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/eep",
"ECPG","Encore Capital Group Inc","20.05","511813041.75","n/a","United States","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","35.7","738852947.7","n/a","United States","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wire",
"ECYT","Endocyte, Inc.","2.99","126366576.31","n/a","United States","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","12.49","1028837608.43","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
"EIGI","Endurance International Group Holdings, Inc.","8.05","1136746400.65","n/a","United States","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/eigi",
"NDRO","Enduro Royalty Trust","3.7","122100000","n/a","United States","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"EGN","Energen Corporation","53.61","5203919322.57","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ENR","Energizer Holdings, Inc.","48.88","3025861849.92","n/a","United States","2015","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EPC","Energizer Holdings, Inc.","76.51","4510332287.86","n/a","United States","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/epc",
"WATT","Energous Corporation","15.73","268097448.19","n/a","United States","2014","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/watt",
"EFOI","Energy Focus, Inc.","3.96","46292518.8","n/a","United States","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/efoi",
"ERII","Energy Recovery, Inc.","13.8","718354860","n/a","United States","2008","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/erii",
"ETE","Energy Transfer Equity, L.P.","16.48","17218158267.36","n/a","United States","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","ENERGY TRANSFER PARTNERS","36.87","19302155189.94","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ENRJ","EnerJex Resources, Inc.","0.3094","2606365.7984","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/enrj",
"ENOC","EnerNOC, Inc.","5.52","172484842.08","n/a","United States","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/enoc",
"ENS","Enersys","66.6","2892236801.4","n/a","United States","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"EGL","Engility Holdings, Inc.","29.69","1091797911.26","n/a","United States","2015","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/egl",
"ENG","ENGlobal Corporation","1.49","41420779.69","n/a","United States","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ENLK","EnLink Midstream Partners, LP","17.8","5987747375.6","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlk",
"EBF","Ennis, Inc.","15.44","400826522.48","n/a","United States","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","9.2","305574264.8","n/a","United States","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/enva",
"ENPH","Enphase Energy, Inc.","1.14","53289119.88","n/a","United States","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/enph",
"NPO","EnPro Industries","55.56","1195100267.04","n/a","United States","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"ENSV","ENSERVCO Corporation","0.57","21734191.2","n/a","United States","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ensv",
"ESNC","EnSync, Inc.","1.13","53960687.73","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/esnc",
"ENFC","Entegra Financial Corp.","18.1","117041387.5","n/a","United States","2014","Finance","Banks","http://www.nasdaq.com/symbol/enfc",
"ENTG","Entegris, Inc.","16.22","2290422599.16","n/a","United States","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ENTL","Entellus Medical, Inc.","20.56","387543293.92","n/a","United States","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/entl",
"ETM","Entercom Communications Corporation","13.95","536783263.65","n/a","United States","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/etm",
"EAB","Entergy Arkansas, Inc.","25.624","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","25.48","0","n/a","United States","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, Inc.","24.74","0","n/a","United States","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","74.07","13257201850.83","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","24.76","0","n/a","United States","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.64","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","25.44","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, Inc.","24.85","0","n/a","United States","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, Inc.","25.57","0","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, Inc.","26.69","0","n/a","United States","2016","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","27.2301","0","n/a","United States","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"ETRM","EnteroMedics Inc.","0.105","2865966.285","n/a","United States","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","28.52","325748024.8","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","33.05","661598238.05","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/efsc",
"EPD","Enterprise Products Partners L.P.","26.72","55966109040.48","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","6.88","616018144.48","n/a","United States","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","37.5","1605413512.5","n/a","United States","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVI","EnviroStarm, Inc.","8.2","57676602.4","n/a","United States","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evi",
"EVA","Enviva Partners, LP","27.46","680264190.98","n/a","United States","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","6.33","292874028.27","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","93.62","51551247184.98","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","4.53","1143683034.33","n/a","United States","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","66.9","3404664430.5","n/a","United States","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPZM","Epizyme, Inc.","9","521612793","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","92.35","655094237.05","n/a","United States","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EPR","EPR Properties","75.68","4815244892.48","n/a","United States","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","29.6064","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","36.5","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","26.05","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","64.46","11135271620","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","24.65","6560967250","n/a","United States","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","78.37","6315192374.46","n/a","United States","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","131.19","15655602861.03","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
"EQIX","Equinix, Inc.","372.11","26447557126.37","n/a","United States","2000","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqix",
"EQFN","Equitable Financial Corp.","8.795","30581595.815","n/a","United States","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/eqfn",
"EQBK","Equity Bancshares, Inc.","27.71","227759989.65","n/a","United States","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/eqbk",
"EQC","Equity Commonwealth","30.66","3848853308.16","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","27.06","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^d",
"EQCO","Equity Commonwealth","25.41","0","n/a","United States","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqco",
"ELS","Equity Lifestyle Properties, Inc.","75.08","6404091477.24","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/els",
"ELS^C","Equity Lifestyle Properties, Inc.","26.05","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/els^c",
"EQY","Equity One, Inc.","29.51","4242682741.18","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqy",
"EQR","Equity Residential","60.71","22192911134.55","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.86","23572981.56","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","8.45","176429941.35","n/a","United States","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"EAC           ","Erickson Incorporated","0.4899","6807366.7479","n/a","United States","2012","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/eac",
"ERIE","Erie Indemnity Company","102.58","5363894659.44","n/a","United States","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ERN","Erin Energy Corp.","2.3","488850742.3","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ern",
"ESCA","Escalade, Incorporated","12.35","176249431.15","n/a","United States","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESMC","Escalon Medical Corp.","0.41","3096086.3","n/a","United States","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESE","ESCO Technologies Inc.","44.65","1148256370.2","n/a","United States","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ESPR","Esperion Therapeutics, Inc.","12.05","271732488.7","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/espr",
"ESP","Espey Mfg. & Electronics Corp.","25.25","59708271","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esp",
"ESSA","ESSA Bancorp, Inc.","13.91","158484183.13","n/a","United States","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"ESND","Essendant Inc.","18.79","700818860.02","n/a","United States","n/a","Consumer Services","Paper","http://www.nasdaq.com/symbol/esnd",
"ESS","Essex Property Trust, Inc.","205.35","13449367036.8","n/a","United States","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","86.63","31681735468.93","n/a","United States","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"ESL","Esterline Technologies Corporation","73","2145932309","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esl",
"ETH","Ethan Allen Interiors Inc.","30.9","857386255.2","n/a","United States","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"ETSY","Etsy, Inc.","14.1","1603756390.8","n/a","United States","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/etsy",
"EEFT","Euronet Worldwide, Inc.","81.5","4245749509","n/a","United States","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"EEA","European Equity Fund, Inc. (The)","7.74","65652228","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eea",
"EVEP","EV Energy Partners, L.P.","2.24","109883679.36","n/a","United States","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVBN","Evans Bancorp, Inc.","27.15","116390393.85","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbn",
"EVER","EverBank Financial Corp.","19.42","2433800100.46","n/a","United States","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ever",
"EVER^A","EverBank Financial Corp.","25.55","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ever^a",
"EVBG","Everbridge, Inc.","15.45","415969681.8","n/a","United States","2016","n/a","n/a","http://www.nasdaq.com/symbol/evbg",
"EVR","Evercore Partners Inc","53.9","2090723003.6","n/a","United States","2006","Finance","Investment Managers","http://www.nasdaq.com/symbol/evr",
"EVRI","Everi Holdings Inc.","2.36","155870381.92","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/evri",
"ES","Eversource Energy","54.13","17170416858.68","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"MRAM","Everspin Technologies, Inc.","6.46","80698416.9","n/a","United States","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/mram",
"EVDY","Everyday Health, Inc.","10.45","349420171.65","n/a","United States","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/evdy",
"EVLV","EVINE Live Inc.","2.05","117537531.05","n/a","United States","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/evlv",
"EVOK","Evoke Pharma, Inc.","1.81","22354151.6","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/evok",
"EVH","Evolent Health, Inc","23.5","1414934929.5","n/a","United States","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evh",
"EPM^A.CL","Evolution Petroleum Corporation, Inc.","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epm^a.cl",
"EPM","Evolution Petroleum Corporation, Inc.","7.89","259628197.98","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"EVOL","Evolving Systems, Inc.","4.3","50763112.5","n/a","United States","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","14.45","214161369.2","n/a","United States","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","Exact Sciences Corporation","20.12","2175123483.48","n/a","United States","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","27","382024026","n/a","United States","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXAR","Exar Corporation","9.31","461539516.69","n/a","United States","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"XCO","EXCO Resources NL","1.17","330848404.38","n/a","United States","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"EXEL","Exelixis, Inc.","11.29","2600377615.89","n/a","United States","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXC","Exelon Corporation","32.65","30131782978.45","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXCU","Exelon Corporation","46.64","43042767476.72","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/excu",
"EXLS","ExlService Holdings, Inc.","48.11","1611668113.39","n/a","United States","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","127.69","19117211140.45","n/a","United States","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","50.28","9103297325.4","n/a","United States","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","57.12","1484229727.68","n/a","United States","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","69.8","43989286200","n/a","United States","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"EXPR","Express, Inc.","12.11","949498597.6","n/a","United States","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","13.26","2661393370.74","n/a","United States","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/stay",
"EXTN","Exterran Corporation","17.23","605514751.5","n/a","United States","2015","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","75.09","9445520564.43","n/a","United States","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"XOG","Extraction Oil & Gas, Inc.","22.58","3201698675.12","n/a","United States","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","4.1","436192444.1","n/a","United States","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"XOM","Exxon Mobil Corporation","86.91","360385355932.41","n/a","United States","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"EYEG","Eyegate Pharmaceuticals, Inc.","1.62","14502050.46","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.33","0","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyegw",
"EZPW","EZCORP, Inc.","10.82","584075404.62","n/a","United States","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FNB","F.N.B. Corporation","13.06","2744178131.22","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","29.8336","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FFIV","F5 Networks, Inc.","118.76","7862462808.88","n/a","United States","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","133.28","382735412706.08","n/a","United States","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"FDS","FactSet Research Systems Inc.","154.41","6277010158.98","n/a","United States","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","123.64","3814858663.88","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FMSA","Fairmount Santrol Holdings Inc.","9.34","1787801417.52","n/a","United States","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"FRP","FairPoint Communications, Inc.","15.74","425782299.28","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FALC","FalconStor Software, Inc.","0.8","34695688.8","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","5.2","36179665.6","n/a","United States","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
